sentence1,sentence2,score
Protist diseases in humans are caused by protozoa.,Protist diseases in humans are caused by protozoa.,0.0
The chemistry of each element is determined by its number of protons and electrons.,The chemistry of each element is determined by its number of protons and electrons.,0.0
Placental mammals give birth to relatively large fetuses.,Placental mammals give birth to relatively large fetuses.,0.0
Areas of concentration are described below.,Areas of concentration are described below.,0.0
Electrons in successive atoms on the periodic table tend to fill low-energy orbitals first.,Electrons in successive atoms on the periodic table tend to fill low-energy orbitals first.,0.0
Chemical energy is a potential form of energy that is stored in the chemical bonds that hold atoms together.,Chemical energy is a potential form of energy that is stored in the chemical bonds that hold atoms together.,0.0
The axis of the plant has a root end and a shoot end.,The axis of the plant has a root end and a shoot end.,0.0
"Lymph vessels are like blood vessels, except they move lymph instead of blood.","Lymph vessels are like blood vessels, except they move lymph instead of blood.",0.0
"In particular, they can have insight into what learning methods are effective and what motivates them, based on their experiences.","In particular, they can have insight into what learning methods are effective and what motivates them, based on their experiences.",0.0
Stems transport water to other parts of the plant through a system of tubes.,Stems transport water to other parts of the plant through a system of tubes.,0.0
Bacteria are Eukaryotes Prokaryotes Protists Amphibians Insects 2.,Bacteria are Eukaryotes Prokaryotes Protists Amphibians Insects 2.,0.0
All matter in the universe is composed of one or more unique pure substances called elements.,All matter in the universe is composed of one or more unique pure substances called elements.,0.0
Solar and wind are still expensive compared to fossil fuels.,Solar and wind are still expensive compared to fossil fuels.,0.0
"When substances pass through the cell membrane without needing any energy, it is called passive transport.","When substances pass through the cell membrane without needing any energy, it is called passive transport.",0.0
Most plants reproduce sexually.,Most plants reproduce sexually.,0.0
The length of the minor arc of a great circle is taken as the distance between two points on a surface of a sphere in Riemannian geometry.,The length of the minor arc of a great circle is taken as the distance between two points on a surface of a sphere in Riemannian geometry.,0.0
"Each daughter cell (with 23 chromosomes each consisting of two chromatids) then enters interphase, during which there is no duplication of the DNA.","Each daughter cell (with 23 chromosomes each consisting of two chromatids) then enters interphase, during which there is no duplication of the DNA.",0.0
There are four chambers in the heart.,There are four chambers in the heart.,0.0
"Hemoglobin transports oxygen in red blood cells, binding oxygen in the lungs and then releasing it into the body tissues.","Hemoglobin transports oxygen in red blood cells, binding oxygen in the lungs and then releasing it into the body tissues.",0.0
Droughts occurs when there is little to no rain in a period of time.,Droughts occurs when there is little to no rain in a period of time.,0.0
Most digestion is completed in the small intestine.,Most digestion is completed in the small intestine.,0.0
"In Type 1 (insulin dependent) diabetes, insulin must be used because the pancreas is not producing the insulin the body needs.","In Type 1 (insulin dependent) diabetes, insulin must be used because the pancreas is not producing the insulin the body needs.",0.0
The metallic bond is responsible for the properties of metals.,The metallic bond is responsible for the properties of metals.,0.0
These drugs block receptors for the brain chemical dopamine.,These drugs block receptors for the brain chemical dopamine.,0.0
"Pre- and post-test counseling should address the limitations of the test, i.e., the inability to detect early infections, false positives, false negatives, and the possible need for additional testing as well as the complications and consequences of a negative or positive test result.","Pre- and post-test counseling should address the limitations of the test, i.e., the inability to detect early infections, false positives, false negatives, and the possible need for additional testing as well as the complications and consequences of a negative or positive test result.",0.0
